Chr Gene nSNPs nSims Start Stop Test Pvalue TopSNP TopSNP-pvalue
2 "MAP3K19" 10 1000 135722060 135782248 12.5454252543958 0.251748251748252 "rs7581382" 0.0595572000000003
4 "KIAA1109" 6 1000 123091757 123283914 8.76552067887478 0.251748251748252 "rs4288027" 0.025107576
4 "PROM1" 66 1000 15969848 16085623 79.1703157761872 0.251748251748252 "rs17387327" 0.026597945
5 "MEGF10" 53 1000 126626455 126796910 71.7495602119119 0.251748251748252 "rs6859304" 0.022624483
8 "FZD3" 10 1000 28351721 28431785 13.2902051960287 0.251748251748252 "rs7842884" 0.13174814
8 "NKAIN3" 227 1000 63161500 63903628 274.70895341808 0.251748251748252 "rs4739012" 0.00346167699999999
9 "BSPRY" 15 1000 116111811 116133513 19.5988001324592 0.251748251748252 "rs912247" 0.00788472699999998
9 "FRRS1L" 9 1000 111899580 111929571 11.8369664370718 0.251748251748252 "rs11790362" 0.0560358199999999
14 "SAMD4A" 107 1000 55034329 55260033 124.753169018374 0.252747252747253 "rs7147275" 0.0401816000000001
15 "CPEB1" 18 1000 83211950 83316767 22.4263935068974 0.252747252747253 "rs6603031" 0.00584845299999999
15 "ZNF592" 7 1000 85291817 85349663 9.02655266829764 0.252747252747253 "rs6496404" 0.0717274099999997
16 "SNN" 2 1000 11762288 11773015 2.77989273116886 0.252747252747253 "rs8191323" 0.19246684
17 "GRB2" 13 1000 73314156 73401790 16.6357969938173 0.252747252747253 "rs4789188" 0.0552397439999997
19 "LOC100505812" 2 1000 48758931 48761450 2.6192283865772 0.252747252747253 "rs7248320" 0.202193679999999
21 "SUMO3" 2 1000 46225531 46238044 2.70047729147837 0.252747252747253 "rs2838694" 0.112897549999999
22 "LOC101929539" 9 1000 27299254 27316573 11.2177298646843 0.252747252747253 "rs1041916" 0.0880260300000005
23 "MAGED1" 11 1000 51546154 51645450 13.894696130552 0.252747252747253 "rs6614327" 0.0627018000000005
7 "EPHA1-AS1" 37 1000 143104905 143220540 45.3941596737434 0.252747252747253 "rs4725618" 0.004962184
9 "VAV2" 81 1000 136627015 136857446 95.7702954067669 0.252747252747253 "rs2789821" 0.000465526450000009
10 "RBM17" 5 1000 6130948 6159422 6.45456484673735 0.253746253746254 "rs8463" 0.0711958399999999
12 "NR4A1" 8 1000 52416615 52453291 9.62460542430366 0.253746253746254 "rs1283170" 0.07067372
13 "SMIM2" 2 1000 44717286 44735393 2.47539535438126 0.253746253746254 "rs9567382" 0.140052449999999
15 "SCAMP5" 5 1000 75287875 75313836 6.87376357112355 0.253746253746254 "rs17337152" 0.0679001959999996
19 "KIAA1683" 5 1000 18367905 18385319 6.60482207058642 0.253746253746254 "rs8105176" 0.0780879700000001
19 "ZNF266" 9 1000 9523101 9546254 11.1096466893316 0.253746253746254 "rs7258744" 0.14049102
19 "ZNF700" 8 1000 12035882 12061588 10.9876035273334 0.253746253746254 "rs279258" 0.0770422200000004
1 "C1orf140" 2 1000 221503269 221509638 2.44300166737773 0.253746253746254 "rs6704281" 0.23864609
23 "XK" 3 1000 37545132 37591383 3.65775207770881 0.253746253746254 "rs5963262" 0.130793659999999
2 "CAPN13" 61 1000 30945637 31030311 72.8400991771639 0.253746253746254 "rs11688018" 0.0028820701
2 "MLPH" 27 1000 238395052 238463961 36.3444005515315 0.253746253746254 "rs6713555" 0.027452977
3 "FLJ42393" 2 1000 187896330 187898596 2.53862318834923 0.253746253746254 "rs13096262" 0.155194359999999
3 "TIPARP" 3 1000 156392204 156424557 4.14940873449965 0.253746253746254 "rs3851992" 0.19762217
3 "VGLL3" 4 1000 86987122 87040257 4.94092592061868 0.253746253746254 "rs13074432" 0.154956470000001
4 "MGC45800" 4 1000 183060158 183065668 5.57692309953782 0.253746253746254 "rs1450141" 0.0191377530000001
6 "STX7" 17 1000 132778662 132834337 22.1171538193531 0.253746253746254 "rs4895939" 0.027239596
8 "EPHX2" 20 1000 27348518 27402439 27.1731957647287 0.253746253746254 "rs747276" 0.0511437900000001
8 "PI15" 14 1000 75736771 75767264 18.0716705254222 0.253746253746254 "rs16938968" 0.00811805399999997
11 "MMP13" 4 1000 102813720 102826463 5.6160304070815 0.254745254745255 "rs627363" 0.0328811299999999
11 "PIWIL4" 20 1000 94300473 94354587 26.4210754962789 0.254745254745255 "rs11020848" 0.0405316760000001
12 "SFSWAP" 22 1000 132195631 132284283 28.3864188134574 0.254745254745255 "rs11246786" 0.00679670900000001
12 "SPPL3" 41 1000 121200312 121342155 56.0369076406465 0.254745254745255 "rs648262" 0.024382757
13 "CCDC122" 16 1000 44410488 44453826 21.0222677023983 0.254745254745255 "rs12874590" 0.01806589
17 "TBX21" 4 1000 45810609 45823485 5.42439845174818 0.254745254745255 "rs17244587" 0.17362672
19 "ARHGAP35" 7 1000 47421932 47508333 9.33618042822469 0.254745254745255 "rs7253105" 0.0774399859999997
19 "CACNA1A" 79 1000 13317255 13617274 94.2121496235584 0.254745254745255 "rs2900964" 0.00287811090000001
19 "PRKCG" 3 1000 54385466 54410901 3.8177449432369 0.254745254745255 "rs307943" 0.0716818999999996
19 "ZNF254" 22 1000 24216206 24312769 28.0671671905927 0.254745254745255 "rs10414075" 0.0275238380000001
19 "ZNF776" 2 1000 58258163 58269527 2.71524904761265 0.254745254745255 "rs2009609" 0.10096374
1 "CLCA2" 18 1000 86889768 86922240 24.8322806651337 0.254745254745255 "rs3765986" 0.0314740700000001
1 "DPH5" 6 1000 101455179 101491362 8.14904140810411 0.254745254745255 "rs12563134" 0.11624003
1 "DYRK3" 4 1000 206808880 206822542 5.25652531875812 0.254745254745255 "rs6674327" 0.10339867
1 "IPO9-AS1" 42 1000 201657383 201798687 50.6273473525836 0.254745254745255 "rs903676" 0.013756342
1 "PCSK9" 9 1000 55505148 55530526 11.9422819830132 0.254745254745255 "rs505151" 0.0315880069999999
1 "TATDN3" 4 1000 212965169 212990167 4.60149546877132 0.254745254745255 "rs2359321" 0.0912623599999998
1 "WDR78" 24 1000 67278571 67390570 30.410329688117 0.254745254745255 "rs11589326" 0.0256726779999999
6 "MLIP-IT1" 5 1000 53863687 53871950 6.60784129779299 0.254745254745255 "rs17625076" 0.0844392399999997
7 "KIAA0895" 11 1000 36363758 36429734 14.3278816231607 0.254745254745255 "rs197324" 0.021974655
7 "SLC29A4" 7 1000 5322560 5343704 9.53797881007612 0.254745254745255 "rs6959643" 0.0428376980000001
9 "APBA1" 88 1000 72042448 72287275 112.311526775764 0.254745254745255 "rs6559671" 0.00890519299999998
9 "UNQ6494" 50 1000 92254697 92334674 60.3802267263394 0.254745254745255 "rs7033919" 0.00713327699999996
11 "AP5B1" 3 1000 65541368 65548062 3.73121820789459 0.255744255744256 "rs489574" 0.15890086
11 "BTG4" 6 1000 111338255 111383079 7.38814083023111 0.255744255744256 "rs11213927" 0.0486028830000003
11 "LOC494141" 2 1000 18230684 18235111 2.5544705624819 0.255744255744256 "rs11024553" 0.113267176
12 "IPO8" 16 1000 30781914 30848929 20.3058295592515 0.255744255744256 "rs7327" 0.0847025600000003
13 "LINC00398" 2 1000 31377342 31384782 2.53360376229633 0.255744255744256 "rs17692459" 0.200082440000001
17 "IGF2BP1" 10 1000 47074773 47133507 12.3911840170551 0.255744255744256 "rs8073244" 0.012793623
18 "LOC645355" 19 1000 5748817 5795900 24.1171629166381 0.255744255744256 "rs1917930" 0.0219975670000001
1 "RIIAD1" 2 1000 151694012 151702082 2.30105210534385 0.255744255744256 "rs6696250" 0.2453934
2 "LTBP1" 178 1000 33172368 33624575 210.798819943374 0.255744255744256 "rs12373630" 0.00561650940000001
5 "CAMK4" 80 1000 110559946 110820748 99.2598416518984 0.255744255744256 "rs4957951" 0.00372528600000001
5 "RIOK2" 9 1000 96496570 96519005 11.2874066026382 0.255744255744256 "rs10515254" 0.0271893499999999
6 "CGA" 3 1000 87795215 87804865 3.8247837709872 0.255744255744256 "rs1983841" 0.17286558
6 "MRPL2" 2 1000 43021766 43027242 2.61554784503622 0.255744255744256 "rs3793021" 0.23976636
6 "TINAG" 40 1000 54173202 54254950 48.522347828955 0.255744255744256 "rs12663327" 0.0194215299999999
7 "BRAF" 19 1000 140433812 140624564 27.0291526478406 0.255744255744256 "rs6464036" 0.0631822800000001
7 "GIMAP6" 5 1000 150322463 150329736 6.74497141955628 0.255744255744256 "rs11762727" 0.10181166
9 "IKBKAP" 35 1000 111629799 111696608 44.0726126690453 0.255744255744256 "rs2027433" 0.0339048949999999
9 "LOC441461" 4 1000 102648599 102668883 4.97297517567 0.255744255744256 "rs10819703" 0.18693662
10 "AKR1C4" 14 1000 5238797 5260910 18.7280009505253 0.256743256743257 "rs17307359" 0.0323852079999999
11 "IL10RA" 3 1000 117857105 117872199 3.98524925143357 0.256743256743257 "rs4252287" 0.0754618599999999
11 "IMMP1L" 3 1000 31453948 31531169 4.08422991186001 0.256743256743257 "rs1223114" 0.0541843850000001
11 "MMP10" 4 1000 102641232 102651359 5.21831189461347 0.256743256743257 "rs17293607" 0.0633257099999995
11 "TRIM6-TRIM34" 17 1000 5617864 5665625 22.0689834661646 0.256743256743257 "rs904376" 0.00967168899999999
12 "LOC101928420" 5 1000 81156932 81164494 6.61286280011478 0.256743256743257 "rs2029812" 0.100331925
13 "FAM216B" 2 1000 43355685 43365685 2.48965195632365 0.256743256743257 "rs4942158" 0.11792519
14 "TMEM63C" 48 1000 77648101 77725838 60.2417959131374 0.256743256743257 "rs388764" 0.00357992899999999
15 "CYFIP1" 28 1000 22892648 23003603 35.0577782081953 0.256743256743257 "rs17841095" 0.00387434749999999
15 "FBXO22" 4 1000 76196199 76227608 5.36241150490787 0.256743256743257 "rs17428029" 0.115040920000001
1 "LURAP1" 2 1000 46669005 46686928 2.52777349757042 0.256743256743257 "rs7538871" 0.19422293
1 "TXNDC12" 5 1000 52485803 52521843 6.44837769043863 0.256743256743257 "rs4926906" 0.10200011
2 "NOL10" 35 1000 10710891 10830113 46.4916037262686 0.256743256743257 "rs2110779" 0.0281914359999999
3 "ABHD10" 6 1000 111697722 111712215 7.89180807507983 0.256743256743257 "rs510549" 0.116659135
3 "CHL1_2" 43 1000 361365 451097 52.3169042359419 0.256743256743257 "rs162734" 0.0037083223
3 "LMOD3" 2 1000 69156038 69171746 2.79457448993077 0.256743256743257 "rs3796213" 0.109094016000001
4 "ANKRD50" 8 1000 125585203 125633887 10.5833909278426 0.256743256743257 "rs6849813" 0.04270878
4 "LOC100144602" 2 1000 66535678 66559104 2.73630843781227 0.256743256743257 "rs12648853" 0.200839129999999
5 "NR3C1" 17 1000 142657495 142815077 22.6514257081575 0.256743256743257 "rs10042042" 0.00659959800000001
5 "ROPN1L" 11 1000 10441973 10465138 14.4970256326499 0.256743256743257 "rs1976360" 0.026125869
5 "SLCO6A1" 19 1000 101707485 101834720 23.9582222426694 0.256743256743257 "rs17151033" 0.005546468
8 "ADRA1A" 51 1000 26605666 26722922 62.1555931675544 0.256743256743257 "rs17333700" 0.00552554149999999
9 "C9orf153" 8 1000 88835179 88874572 10.0896842567356 0.256743256743257 "rs11791066" 0.0704232599999997
14 "PPP4R4" 14 1000 94640648 94746072 17.4764009319035 0.257742257742258 "rs10134125" 0.0723487999999999
16 "CACNG3" 55 1000 24266873 24373737 66.9035025593449 0.257742257742258 "rs2214437" 0.0413390100000002
16 "JMJD8" 2 1000 731666 734439 2.64390931113037 0.257742257742258 "rs1046112" 0.125566450000002
16 "TNRC6A" 16 1000 24741048 24837547 20.2902730796955 0.257742257742258 "rs2547033" 0.0956052600000005
17 "SLC43A2" 7 1000 1472547 1532180 9.65116470495926 0.257742257742258 "rs4790715" 0.0438506159999999
1 "DESI2" 8 1000 244816351 244872334 10.9414256670414 0.257742257742258 "rs4658649" 0.0339314299999997
1 "PIK3CD" 12 1000 9711789 9789172 15.3429406135488 0.257742257742258 "rs11802023" 0.0570420729999998
1 "PRKAB2" 6 1000 146626684 146644168 7.68163153963014 0.257742257742258 "rs2304893" 0.05122832
20 "STAU1" 10 1000 47729875 47804904 12.7411095362449 0.257742257742258 "rs4141783" 0.0659879899999999
20 "TTLL9" 8 1000 30458504 30530858 10.1678709650548 0.257742257742258 "rs17341431" 0.0782044599999999
2 "GPR1" 11 1000 207040041 207082771 14.0075136891243 0.257742257742258 "rs1362466" 0.0287031289999999
2 "LOC101927967" 140 1000 77970821 78517857 162.4458070562 0.257742257742258 "rs10178085" 0.002524412
2 "XPO1" 7 1000 61705068 61765418 9.73540657128042 0.257742257742258 "rs2305155" 0.0477264200000002
3 "TMEM207" 5 1000 190146443 190167665 6.41568806822415 0.257742257742258 "rs10513852" 0.136152499999999
7 "RNF216-IT1" 5 1000 5702062 5720092 6.80217724303953 0.257742257742258 "rs852402" 0.115034329999999
9 "SARDH" 21 1000 136528683 136605077 26.1125846570584 0.257742257742258 "rs10993768" 0.015995387
15 "C15orf41" 66 1000 36871803 37102461 82.4662295341647 0.258741258741259 "rs17499628" 0.007952495
16 "ADCY9" 47 1000 4012649 4166186 55.3013250383383 0.258741258741259 "rs1034905" 0.026629517
18 "TPGS2" 8 1000 34359987 34409179 10.8671758566385 0.258741258741259 "rs11661681" 0.0984628999999996
19 "ZNF419" 5 1000 57999078 58006048 6.36205410666405 0.258741258741259 "rs6510085" 0.125636499999999
20 "ZNF341" 4 1000 32319565 32380075 5.27446425799945 0.258741258741259 "rs6120365" 0.10441022
23 "GPC4" 22 1000 132435063 132549205 30.700532605617 0.258741258741259 "rs2266808" 0.0796248900000001
2 "USP37" 12 1000 219314973 219433084 15.6149438152358 0.258741258741259 "rs585859" 0.0672942100000001
3 "AMT" 2 1000 49454210 49460111 2.68153453782839 0.258741258741259 "rs1464567" 0.116304530000002
3 "NSUN3" 3 1000 93781854 93845630 4.09032947142019 0.258741258741259 "rs921728" 0.12016042
3 "TAGLN3" 5 1000 111717585 111732735 6.23360813491658 0.258741258741259 "rs774759" 0.0887594499999998
4 "FAM13A" 83 1000 89647104 89978346 100.445858779772 0.258741258741259 "rs6822256" 0.019744877
5 "C5orf46" 11 1000 147272270 147286101 14.2870111768257 0.258741258741259 "rs6889356" 0.10647666
6 "FRK" 24 1000 116262692 116381921 29.2719656722371 0.258741258741259 "rs4628134" 0.0341466929999999
7 "CDK14" 191 1000 90225675 90839905 221.06029904924 0.258741258741259 "rs10953034" 0.0015438871
7 "COG5" 42 1000 106842188 107204959 55.0820136987525 0.258741258741259 "rs7785892" 0.01190466
9 "NTNG2" 25 1000 135037333 135118220 30.7094283676966 0.258741258741259 "rs11243682" 0.0069632824
10 "TET1" 23 1000 70320116 70454239 27.4735548212085 0.25974025974026 "rs10762232" 0.0159304140000001
11 "TRPC2" 6 1000 3647689 3658789 7.92358011875277 0.25974025974026 "rs10834677" 0.013204093
12 "KIAA1033" 12 1000 105501491 105562906 15.4586361097814 0.25974025974026 "rs1196799" 0.0419633050000002
12 "TMBIM6" 4 1000 50135292 50158717 5.3673305385989 0.25974025974026 "rs11169143" 0.0761424150000001
14 "TBPL2" 14 1000 55880929 55907263 17.8042717753171 0.25974025974026 "rs4901560" 0.0701337200000005
16 "NOD2" 13 1000 50731049 50766987 17.3483164960488 0.25974025974026 "rs5743291" 0.026720423
17 "KIF19" 7 1000 72322350 72351959 8.91625247548502 0.25974025974026 "rs872507" 0.12104345
17 "SLFN5" 7 1000 33570085 33594761 9.0858720771559 0.25974025974026 "rs17547950" 0.0547373000000004
18 "ZNF519" 4 1000 14075988 14132489 5.00458896242717 0.25974025974026 "rs6505874" 0.175729260000001
20 "LOC100289473" 3 1000 1754010 1760392 4.15894725104526 0.25974025974026 "rs6080550" 0.0451610540000001
2 "PXDN" 29 1000 1635658 1748291 37.0034969711082 0.25974025974026 "rs2241452" 0.00917946549999998
2 "RNF103-CHMP3" 27 1000 86730552 86948245 34.7366778584551 0.25974025974026 "rs1030887" 0.012734879
3 "FSTL1" 34 1000 120113060 120169918 42.4409790810994 0.25974025974026 "rs1402372" 0.024890034
3 "GPR87" 7 1000 151011875 151034636 9.14317562888733 0.25974025974026 "rs7623356" 0.0565844360000002
6 "GPR63" 8 1000 97241997 97285353 10.350587841098 0.25974025974026 "rs9386830" 0.04069227
6 "NDUFAF4" 2 1000 97337186 97345767 2.50187090733452 0.25974025974026 "rs7755846" 0.19245112
7 "LOC155060" 2 1000 148982371 148994403 2.76803643892919 0.25974025974026 "rs1044678" 0.1007369
7 "SLC13A4" 13 1000 135365986 135412933 16.2030432511949 0.25974025974026 "rs3112359" 0.069090135
9 "LOC101927502" 25 1000 84304627 84391814 31.7358440080325 0.25974025974026 "rs11139397" 0.0422172729999999
11 "OR52N4" 2 1000 5775922 5776959 2.78492982833898 0.260739260739261 "rs7396938" 0.141869709999999
12 "METTL21B" 3 1000 58166382 58176324 3.70473861370319 0.260739260739261 "rs11172333" 0.1929054
14 "KLHDC1" 4 1000 50159822 50219870 5.07111735326029 0.260739260739261 "rs12434721" 0.13142836
15 "FAM169B" 23 1000 98980390 99057611 29.3530567670922 0.260739260739261 "rs12595471" 0.0139457490000001
1 "AIM1L" 13 1000 26648349 26680621 16.4352084162736 0.260739260739261 "rs11247921" 0.0310780610000001
23 "ARR3" 3 1000 69488184 69501690 3.91302315388016 0.260739260739261 "rs17264923" 0.113265799999998
23 "BTK" 13 1000 100604434 100645784 15.1821335660912 0.260739260739261 "rs1057403" 0.12725385
23 "LOC102723426" 2 1000 51242760 51250293 2.40650809451147 0.260739260739261 "rs5945623" 0.268639150000001
2 "SIX3-AS1" 2 1000 45167292 45169017 2.36929617407858 0.260739260739261 "rs83995" 0.23179536
3 "LOC647323" 23 1000 193675160 193721448 28.3556368371865 0.260739260739261 "rs730770" 0.0273836390000001
3 "RAB5A" 9 1000 19988571 20026667 11.2171391555194 0.260739260739261 "rs13078869" 0.025775434
3 "SLC25A26" 44 1000 66119284 66429351 54.1009559553974 0.260739260739261 "rs332339" 0.011112948
4 "MTNR1A" 3 1000 187454808 187476537 3.85769572551134 0.260739260739261 "rs6847693" 0.0531573700000004
4 "WHSC1" 3 1000 1873122 1983934 4.07133730148531 0.260739260739261 "rs10488835" 0.0673110900000001
5 "CDC42SE2" 11 1000 130599701 130730382 13.9855468244167 0.260739260739261 "rs3756295" 0.117625010000001
6 "ASCC3" 55 1000 100956070 101329248 66.1139816439793 0.260739260739261 "rs240783" 0.0192731950000001
9 "LOC441455" 2 1000 99488102 99489749 2.63072318739447 0.260739260739261 "rs16911483" 0.151737730000001
10 "LINC00840" 21 1000 44354858 44390881 27.9333866848713 0.261738261738262 "rs11238765" 0.0495858000000001
14 "ARID4A" 4 1000 58765221 58840451 5.59943469893461 0.261738261738262 "rs7151036" 0.0914084399999998
16 "ZNF276" 5 1000 89786775 89807332 6.71298457779714 0.261738261738262 "rs4785714" 0.0473396499999999
17 "MYCBPAP" 9 1000 48585744 48608862 11.0457806767398 0.261738261738262 "rs9890721" 0.0370417720000001
1 "PADI6" 11 1000 17698690 17728195 13.8980421115886 0.261738261738262 "rs2762896" 0.07180755
1 "POMGNT1" 3 1000 46654352 46685977 3.90809829660115 0.261738261738262 "rs7538871" 0.19422293
1 "TIMM17A" 3 1000 201924618 201939789 3.85417660752586 0.261738261738262 "rs4950802" 0.0728558900000004
1 "TSEN15" 2 1000 184020810 184043344 2.74699714552059 0.261738261738262 "rs12751711" 0.15952729
2 "TSSC1" 70 1000 3192740 3381653 87.5371082760667 0.261738261738262 "rs13425731" 0.00014661846
3 "HGD" 18 1000 120347014 120401418 21.5921251044471 0.261738261738262 "rs388554" 0.04675301
5 "WDR36" 14 1000 110427869 110466200 18.9237099368525 0.261738261738262 "rs13186912" 0.034511786
6 "CENPQ" 6 1000 49431095 49460820 7.64818189797938 0.261738261738262 "rs3806988" 0.0704592899999998
7 "ADCK2" 2 1000 140372952 140394908 2.6371329771247 0.261738261738262 "rs4727041" 0.210941580000001
7 "FLJ45974" 32 1000 53723201 53879624 41.3207161942881 0.261738261738262 "rs12216690" 0.00749392799999999
8 "DEFA5" 2 1000 6912828 6914259 2.6938943286143 0.261738261738262 "rs10095331" 0.11484866
10 "LINC00700" 3 1000 2047666 2056542 3.84932050000062 0.262737262737263 "rs10794825" 0.0919359000000012
11 "ZNF202" 10 1000 123594996 123612363 11.9336378481166 0.262737262737263 "rs2282641" 0.014294715
12 "FIGNL2" 3 1000 52211675 52225701 4.2242747835034 0.262737262737263 "rs10747623" 0.0851354799999993
14 "SERPINA10" 2 1000 94749649 94759608 2.69337032322792 0.262737262737263 "rs12886449" 0.204994379999999
15 "RYR3" 297 1000 33603176 34158303 336.679151793769 0.262737262737263 "rs17235982" 0.000781276599999986
16 "ERN2" 5 1000 23701625 23724821 6.72329596081711 0.262737262737263 "rs8058610" 0.0179508250000001
17 "KIF1C" 7 1000 4901242 4931694 9.05561319312743 0.262737262737263 "rs1056626" 0.013500468
17 "TMEM107" 2 1000 8076296 8079714 2.62166004738394 0.262737262737263 "rs8064449" 0.24330948
18 "MYL12B" 8 1000 3262110 3278282 10.1572273250433 0.262737262737263 "rs1662332" 0.0794643799999997
19 "KCNA7" 2 1000 49570674 49576198 2.78640323740667 0.262737262737263 "rs4802547" 0.133447239999999
1 "FAAH" 3 1000 46859938 46879520 3.85811629122132 0.262737262737263 "rs2145408" 0.0955181939999998
20 "COL9A3" 3 1000 61448413 61472511 4.08787923144659 0.262737262737263 "rs12481719" 0.053438853
20 "HCK" 10 1000 30639990 30689657 12.7558480200645 0.262737262737263 "rs6089171" 0.026063126
20 "XRN2" 13 1000 21283941 21370463 15.9446649362691 0.262737262737263 "rs3787500" 0.06845357
3 "TTC21A" 14 1000 39149151 39180394 18.0517179502542 0.262737262737263 "rs1877564" 0.0937425400000005
5 "IL6ST" 6 1000 55230924 55290821 7.91622761795948 0.262737262737263 "rs6875155" 0.0991154299999996
5 "SLC6A3" 16 1000 1392904 1445543 19.56471571755 0.262737262737263 "rs250681" 0.0681112260000003
6 "KLC4" 2 1000 43027331 43042837 2.37816764500356 0.262737262737263 "rs4714658" 0.15791689
6 "LINC00271" 36 1000 135818938 136011976 42.083315455679 0.262737262737263 "rs6903949" 0.021101916
6 "MSH5" 4 1000 31707724 31730455 4.98317737705922 0.262737262737263 "rs2293861" 0.14085023
6 "RNU6-71P" 108 1000 56137688 56615138 128.82180599706 0.262737262737263 "rs13210876" 0.00606485800000001
9 "DMRT3" 5 1000 976967 991732 6.3233551420609 0.262737262737263 "rs12005831" 0.15026309
10 "ARHGAP19-SLIT1" 39 1000 98912798 99052430 47.836592469625 0.263736263736264 "rs4917759" 0.0334473849999999
10 "FAM196A" 17 1000 128933689 128994422 20.5739004249391 0.263736263736264 "rs2486971" 0.018249152
10 "SLC16A9" 13 1000 61410521 61469649 17.0673787166998 0.263736263736264 "rs1171648" 0.0384616330000001
10 "UBTD1" 24 1000 99258638 99330967 30.5184308081199 0.263736263736264 "rs7089713" 0.0215779750000001
15 "ALPK3" 14 1000 85359910 85416713 18.1592269796866 0.263736263736264 "rs10852094" 0.00854164300000002
17 "NR1D1" 2 1000 38249036 38256978 2.70566379085879 0.263736263736264 "rs2314339" 0.15709876
19 "ZFP14" 2 1000 36825354 36870105 2.65737484514497 0.263736263736264 "rs2857" 0.234454450000001
1 "AGT" 6 1000 230838271 230850336 7.27722844578775 0.263736263736264 "rs11568030" 0.0626258500000005
1 "CEP85" 12 1000 26560643 26605529 16.0676425991007 0.263736263736264 "rs11247893" 0.0579720550000002
1 "GBP2" 3 1000 89571815 89591842 3.94635425123884 0.263736263736264 "rs7519323" 0.129493239999999
20 "LOC339593" 3 1000 11247306 11254031 3.90487957987588 0.263736263736264 "rs6033078" 0.111777894
21 "NDUFV3" 7 1000 44313377 44329773 9.52737061745052 0.263736263736264 "rs13050160" 0.0279600150000001
22 "ELFN2" 35 1000 37736684 37823505 43.5406883167302 0.263736263736264 "rs5995420" 0.00543747749999999
22 "TTC28" 93 1000 28374001 29075853 109.919181139133 0.263736263736264 "rs5762448" 0.00435015099999999
2 "IL36B" 18 1000 113779667 113810444 22.9025987323506 0.263736263736264 "rs10496447" 0.00407315140000001
3 "CHL1-AS1" 9 1000 405055 427478 11.1197261027251 0.263736263736264 "rs2201913" 0.0506219000000002
3 "LXN" 2 1000 158384202 158390482 2.47090273868461 0.263736263736264 "rs8455" 0.258602139999999
5 "GABRA6" 2 1000 161112657 161129598 2.49976822347749 0.263736263736264 "rs3811991" 0.114000119999999
5 "PPP2CA" 6 1000 133532147 133561950 7.90481618193507 0.263736263736264 "rs7705319" 0.13511184
6 "ELOVL5" 35 1000 53132195 53213977 42.8040780656136 0.263736263736264 "rs11968589" 0.00112424289999999
7 "CPA5" 10 1000 129984629 130008571 11.8667624829995 0.263736263736264 "rs4731680" 0.0225263610000001
7 "FLJ40288" 26 1000 132333552 132413528 31.4554175426104 0.263736263736264 "rs4731893" 0.0366452600000001
9 "GNA14" 93 1000 80037994 80263232 109.69962097779 0.263736263736264 "rs11145450" 0.012553453
11 "RNH1" 2 1000 494511 507283 2.80778674984251 0.264735264735265 "rs176939" 0.159067
16 "C16orf95" 3 1000 87336403 87351026 3.86292249586928 0.264735264735265 "rs1974880" 0.156698910000001
17 "G6PC" 4 1000 41052813 41066450 4.86138989185353 0.264735264735265 "rs2593595" 0.028177721
19 "KLK14" 7 1000 51581153 51587502 8.50449826942134 0.264735264735265 "rs11671942" 0.0473259400000001
1 "IL19" 25 1000 206972214 207016326 32.1294334682703 0.264735264735265 "rs3950619" 0.0351621360000001
1 "LOC641515" 2 1000 202789384 202796341 2.21883597834515 0.264735264735265 "rs10920492" 0.256618950000001
1 "VANGL2" 8 1000 160370363 160398468 10.2759231877718 0.264735264735265 "rs7513382" 0.0844463599999999
23 "CXorf57" 2 1000 105855159 105922673 2.69252359296111 0.264735264735265 "rs6622104" 0.139226939999999
2 "CFLAR-AS1" 4 1000 202005011 202022515 4.68420012161555 0.264735264735265 "rs719125" 0.15024674
2 "LOC100652824" 43 1000 202937977 203061886 51.5857811407084 0.264735264735265 "rs7597560" 0.0028835377
2 "VWC2L" 56 1000 215276460 215440653 67.2812023165952 0.264735264735265 "rs11678130" 0.00785833699999997
3 "CCDC13-AS1" 3 1000 42774066 42786650 4.14991597958197 0.264735264735265 "rs7617368" 0.0529545959999998
3 "ZMAT3" 7 1000 178735010 178789656 7.98265639600379 0.264735264735265 "rs4504197" 0.17967446
5 "COL23A1" 124 1000 177664616 178017556 141.57396501503 0.264735264735265 "rs544726" 0.015356216
6 "RARS2" 12 1000 88224095 88299735 14.6528737967083 0.264735264735265 "rs4707376" 0.0527811
7 "LOC100630923" 9 1000 102004307 102067129 11.7134572653933 0.264735264735265 "rs10237343" 0.036204543
7 "PCLO" 90 1000 82383320 82792197 106.507751076116 0.264735264735265 "rs13233504" 0.0227985200000001
11 "DDB2" 7 1000 47236492 47260769 8.42179765820293 0.265734265734266 "rs1685404" 0.147852630000001
11 "GDPD5" 21 1000 75145684 75236599 24.8374735226755 0.265734265734266 "rs1783556" 0.017087946
16 "RMI2" 2 1000 11439310 11445617 2.62353344552292 0.265734265734266 "rs7204628" 0.249710919999999
16 "TERF2" 6 1000 69389463 69419891 7.67805826143335 0.265734265734266 "rs3743669" 0.0543034100000003
18 "AQP4-AS1" 21 1000 24445271 24515910 26.6647981318933 0.265734265734266 "rs630285" 0.002032331
19 "AP3D1" 8 1000 2100986 2151556 9.81486883164019 0.265734265734266 "rs2238596" 0.00339491
19 "PHLDB3" 3 1000 43979254 44008985 3.7878652250829 0.265734265734266 "rs17724968" 0.0643870499999996
1 "CEP104" 25 1000 3728644 3773797 32.2290115871837 0.265734265734266 "rs6703035" 0.044141077
1 "ECE1" 34 1000 21543739 21672034 40.391257637944 0.265734265734266 "rs3026838" 0.0181231009999999
